Set Index,Toehold Avg dG,Range of toehold dG's,TSI avg,TSI max,TO avg,TO max,BM Score,Largest Match,SSU Min,SSU Avg,SSTU Min,SSTU Avg,Max Bad Nucleotide %,Max Defect Component,Mean Bad Nucleotide %,WSI-Intra,WSI-Inter,WSI-Intra-1,WSI-Inter-1,Verboten,WSI
0,7.67,0.32,0.0614307274528,0.09900273215,2.84125184476,12.6472392712,1,5,0.4625,0.96402573769,0.4625,0.718817715618,0.107056292533,p2-Trans,0.0293287177813,4590.9375,5358789.6875,45.15625,2827990.625,1027.9375,460.03125
